userId,movieId,rating,timestamp,year,month
536,2539,5.0,2005-09-07 02:37:19,2005,9
1109,1801,4.0,2000-10-19 16:32:27,2000,10
2836,736,4.0,2022-03-07 08:27:52,2022,3
6853,3300,3.0,2011-03-02 00:54:00,2011,3
1298,1226,5.0,1997-05-29 16:33:57,1997,5
5663,999,3.0,1997-04-02 12:21:28,1997,4
1184,91529,2.0,2015-10-29 06:18:18,2015,10
3969,440,3.0,1999-10-16 03:26:47,1999,10
305,69526,1.5,2017-08-30 18:51:08,2017,8
250,50,3.0,2016-02-18 18:55:35,2016,2
6585,30749,3.5,2021-02-20 03:20:22,2021,2
6116,68115,3.5,2009-08-16 13:32:04,2009,8
6374,3882,3.0,2003-05-25 00:39:28,2003,5
2394,6755,3.5,2019-06-07 18:06:51,2019,6
531,2012,5.0,1999-11-08 14:08:15,1999,11
203,2291,4.0,2023-02-21 22:32:11,2023,2
1089,2028,4.5,2023-03-11 19:50:11,2023,3
5577,3101,1.0,2011-11-25 18:08:23,2011,11
206,103228,3.5,2014-11-17 03:07:00,2014,11
6064,1320,3.0,2009-01-14 09:00:27,2009,1
2727,1019,2.0,1998-03-31 16:30:41,1998,3
5473,6773,4.0,2011-07-16 23:46:00,2011,7
4437,2858,4.5,2005-03-23 06:57:02,2005,3
2873,1527,4.0,2017-10-03 23:49:52,2017,10
1306,2791,5.0,2000-11-26 02:44:22,2000,11
6200,1249,3.0,2000-11-20 15:18:04,2000,11
2109,3671,4.0,2014-01-17 08:23:29,2014,1
1016,356,4.0,2003-02-17 15:59:28,2003,2
6794,914,5.0,2004-08-04 05:17:58,2004,8
2184,4890,1.0,2022-08-07 14:19:09,2022,8
149,1302,5.0,2005-06-01 03:49:13,2005,6
6450,593,4.0,2003-03-21 21:15:09,2003,3
6386,7584,3.5,2018-12-16 05:14:02,2018,12
4128,8784,5.0,2021-09-19 23:37:53,2021,9
5103,8641,3.5,2016-01-14 21:29:39,2016,1
5108,2791,3.0,2019-08-25 13:25:35,2019,8
575,8360,5.0,2019-01-30 17:09:54,2019,1
6098,3186,4.0,2000-06-12 23:41:18,2000,6
5588,5349,1.5,2015-09-13 06:26:06,2015,9
5773,6157,2.0,2004-02-11 18:43:47,2004,2
4717,48,3.0,2002-11-27 01:22:51,2002,11
4934,41285,4.0,2006-06-19 13:25:17,2006,6
6548,364,5.0,2006-02-21 14:00:22,2006,2
1748,7458,4.0,2020-10-19 05:14:02,2020,10
5423,3972,5.0,2000-11-19 05:25:11,2000,11
6087,36525,3.5,2012-01-15 10:39:03,2012,1
1911,784,1.0,1997-05-01 19:38:48,1997,5
6374,8640,3.0,2005-01-14 19:34:46,2005,1
6067,112,3.0,1997-10-29 20:08:00,1997,10
4573,1242,4.0,1996-12-04 23:09:06,1996,12
4553,2598,4.0,2011-01-07 04:35:11,2011,1
2030,3617,4.0,2000-09-10 02:49:14,2000,9
4407,194016,3.5,2023-06-28 15:01:54,2023,6
897,3257,3.0,2014-06-26 06:26:53,2014,6
683,1214,3.0,2010-03-06 14:31:38,2010,3
1681,11,4.0,2019-09-22 18:53:27,2019,9
4925,2797,4.0,2005-04-19 22:56:26,2005,4
4249,1208,3.5,2019-10-24 15:03:25,2019,10
4948,4226,4.5,2017-05-06 17:40:08,2017,5
5951,98809,2.5,2017-05-01 11:26:43,2017,5
3898,1206,5.0,2015-12-13 16:35:05,2015,12
2926,7451,3.5,2007-01-17 19:31:32,2007,1
4892,1270,3.0,2018-01-05 00:39:31,2018,1
1093,199051,4.0,2023-06-18 07:08:06,2023,6
4431,63992,2.5,2018-12-02 17:39:48,2018,12
4670,1446,5.0,1999-12-24 17:56:22,1999,12
3798,318,4.0,2000-12-07 16:45:05,2000,12
881,7013,5.0,2008-10-29 19:24:26,2008,10
1776,2671,4.5,2015-05-22 04:22:30,2015,5
3494,1952,4.0,2017-06-26 04:55:20,2017,6
897,128360,2.5,2016-01-27 17:16:54,2016,1
2315,114180,2.5,2016-08-28 09:51:08,2016,8
2295,1610,3.0,2000-11-30 04:19:45,2000,11
5889,5970,2.0,2004-06-09 21:01:16,2004,6
4934,897,3.0,2000-11-19 17:27:31,2000,11
1645,34271,4.0,2015-11-21 04:50:21,2015,11
1088,1923,2.0,2008-12-15 18:25:37,2008,12
6234,954,4.0,2019-07-14 19:19:07,2019,7
6116,2561,3.0,2008-09-21 20:03:22,2008,9
3663,5956,3.5,2008-11-19 15:57:21,2008,11
4703,2993,4.0,2000-01-27 00:02:50,2000,1
6762,2381,2.0,2004-07-04 11:39:35,2004,7
3770,48516,5.0,2020-07-22 00:29:00,2020,7
3923,8914,3.5,2010-10-10 07:16:50,2010,10
5616,103810,2.5,2018-11-14 12:25:15,2018,11
3689,147024,2.0,2016-05-07 17:25:40,2016,5
4252,1810,3.0,2021-10-25 05:28:05,2021,10
5811,10,4.0,1996-11-28 14:18:29,1996,11
1311,112552,5.0,2021-11-20 18:14:24,2021,11
927,1231,5.0,1999-12-15 08:44:07,1999,12
4959,36276,4.0,2015-09-06 15:31:13,2015,9
481,3634,5.0,2001-06-10 07:17:33,2001,6
942,77414,4.0,2018-05-05 08:19:28,2018,5
3497,909,1.5,2008-03-08 05:19:22,2008,3
5602,48516,5.0,2008-02-18 09:03:43,2008,2
1541,99007,4.0,2017-08-12 01:50:10,2017,8
4115,3421,5.0,2003-01-29 16:34:14,2003,1
5037,1483,4.0,2001-06-26 05:26:55,2001,6
4092,7254,4.0,2005-06-21 10:44:47,2005,6
2901,589,3.5,2020-03-01 15:26:44,2020,3
82,1645,3.0,2001-10-26 14:32:06,2001,10
487,1080,3.0,2001-02-07 15:58:38,2001,2
5906,8529,4.0,2005-03-22 06:46:05,2005,3
2012,6541,2.5,2017-08-10 07:55:37,2017,8
4992,1597,4.0,2010-07-21 23:35:19,2010,7
5933,3450,5.0,2001-01-22 17:38:39,2001,1
3331,95604,5.0,2018-10-09 23:05:31,2018,10
1057,135887,3.0,2017-01-01 08:37:19,2017,1
506,3157,4.0,2000-06-22 17:44:32,2000,6
6299,47,4.5,2016-04-18 00:00:53,2016,4
4140,2100,4.0,2001-10-02 01:10:02,2001,10
82,377,3.0,2001-10-26 14:08:25,2001,10
4722,153,3.0,1996-07-19 08:56:55,1996,7
3791,176567,3.5,2023-05-30 23:57:07,2023,5
5108,158238,4.0,2019-07-13 13:31:08,2019,7
4973,2117,4.5,2015-05-06 20:39:00,2015,5
270,527,5.0,1997-12-14 15:48:47,1997,12
707,1704,5.0,2016-11-25 04:20:45,2016,11
7010,78893,1.5,2022-08-20 00:23:01,2022,8
6765,61132,4.5,2012-02-28 22:57:16,2012,2
1744,1358,4.5,2005-11-03 20:59:54,2005,11
4836,7361,5.0,2016-08-04 18:13:06,2016,8
1205,1952,3.0,2006-07-20 00:33:33,2006,7
1677,393,1.0,2000-10-23 00:30:20,2000,10
784,7451,1.5,2018-11-14 00:01:34,2018,11
2414,148888,2.5,2021-01-04 17:11:10,2021,1
6672,31696,3.0,2017-05-19 18:25:44,2017,5
3226,106072,0.5,2015-11-01 14:48:01,2015,11
148,1704,3.0,2000-01-15 21:01:43,2000,1
782,930,3.0,2000-11-30 03:38:39,2000,11
117,32587,5.0,2007-01-19 13:38:31,2007,1
1133,48516,4.0,2015-11-11 15:27:57,2015,11
3210,3100,4.5,2003-06-28 02:43:20,2003,6
4776,30825,2.0,2019-12-15 20:31:29,2019,12
6273,98809,5.0,2023-01-15 23:05:29,2023,1
4880,2712,4.0,2010-12-12 15:12:52,2010,12
4507,4661,4.0,2001-07-18 02:37:22,2001,7
857,68319,3.0,2017-01-22 16:25:34,2017,1
6470,122904,4.5,2016-07-03 18:59:53,2016,7
2197,6003,1.0,2004-07-31 15:17:21,2004,7
2616,55267,3.5,2011-04-10 17:37:05,2011,4
2704,2453,2.0,1999-12-13 08:11:43,1999,12
3798,3686,3.0,2000-12-08 18:09:43,2000,12
3070,5618,5.0,2018-02-18 21:03:37,2018,2
4717,3986,3.0,2002-02-18 05:37:26,2002,2
21,4974,3.0,2007-02-28 21:07:23,2007,2
4376,373,5.0,1996-07-15 07:30:26,1996,7
6840,6383,3.0,2015-02-18 12:39:07,2015,2
4605,2781,3.0,2016-03-05 15:16:32,2016,3
4925,21,4.5,2005-02-21 19:16:15,2005,2
6505,1288,4.0,1997-03-04 17:10:44,1997,3
2676,318,5.0,2015-08-17 00:56:34,2015,8
927,927,4.0,1999-12-15 08:55:08,1999,12
6827,2,3.5,2006-06-06 21:25:41,2006,6
3723,3198,4.0,2009-02-26 04:57:00,2009,2
258,7153,4.5,2010-04-15 19:07:31,2010,4
4092,6377,3.5,2005-06-16 17:27:34,2005,6
5734,4649,4.0,2006-11-06 20:02:29,2006,11
5023,8368,4.0,2015-04-25 06:16:13,2015,4
4795,3178,5.0,2000-11-20 19:59:27,2000,11
280,2011,4.0,2009-10-09 03:54:09,2009,10
5336,32,4.5,2009-04-13 14:54:26,2009,4
1403,2712,1.0,2001-04-04 03:49:36,2001,4
1278,8665,4.5,2011-06-15 19:20:04,2011,6
4389,4052,2.0,2004-02-16 03:04:54,2004,2
2567,1920,1.0,1999-12-12 04:01:22,1999,12
4182,1909,3.0,2000-11-04 00:07:32,2000,11
5192,296,5.0,1996-06-22 22:23:22,1996,6
1057,140110,4.0,2020-10-07 09:15:41,2020,10
6386,57669,2.5,2012-01-13 09:53:20,2012,1
3798,2268,3.0,2000-12-07 16:57:24,2000,12
5004,893,3.0,1998-07-29 03:07:53,1998,7
5265,4085,3.0,2004-06-16 06:14:45,2004,6
4867,109781,4.5,2017-06-02 13:29:35,2017,6
6699,592,3.0,1996-08-12 19:11:29,1996,8
1189,515,3.0,2010-08-29 00:59:26,2010,8
3746,858,4.5,2013-06-10 15:12:11,2013,6
1974,62,4.0,1997-06-11 14:29:35,1997,6
6794,3020,3.5,2004-08-06 05:14:39,2004,8
4961,34150,3.0,2022-01-26 09:48:22,2022,1
7010,44022,1.5,2022-06-23 03:01:21,2022,6
2102,1620,3.0,2000-08-09 16:00:26,2000,8
261,1409,4.0,2002-04-11 22:34:49,2002,4
5021,141890,5.0,2016-03-20 00:13:36,2016,3
2515,5349,3.0,2015-09-03 08:46:53,2015,9
5684,80463,4.0,2011-02-18 22:00:20,2011,2
5766,1222,4.0,2017-05-15 12:48:16,2017,5
5004,500,3.0,1998-07-26 20:58:12,1998,7
5114,3160,3.0,2019-03-26 01:10:42,2019,3
2134,1342,0.5,2005-06-13 19:32:18,2005,6
5427,3552,3.0,2007-03-04 06:54:55,2007,3
6908,2657,0.5,2012-12-25 18:57:33,2012,12
1393,111384,4.0,2018-06-11 19:05:42,2018,6
847,112290,3.5,2017-01-27 19:21:49,2017,1
2896,81591,0.5,2016-06-14 03:05:03,2016,6
4466,6947,5.0,2020-02-11 18:09:55,2020,2
6027,4306,3.5,2015-10-23 14:11:20,2015,10
6123,5782,4.5,2005-07-22 01:33:32,2005,7
3226,67923,1.0,2015-12-10 20:19:23,2015,12
1295,1784,2.5,2015-12-30 14:55:59,2015,12
5501,44665,5.0,2021-09-02 01:32:18,2021,9
4920,1291,3.5,2017-12-10 02:25:51,2017,12
4642,134853,4.5,2019-09-23 02:30:28,2019,9
3114,3107,4.0,2013-03-04 23:49:10,2013,3
919,3752,2.0,2011-03-03 13:54:20,2011,3
5194,2580,4.0,2013-01-05 02:05:17,2013,1
5067,3107,3.0,2003-02-27 19:21:27,2003,2
3880,8665,3.0,2015-08-17 08:15:27,2015,8
6386,2971,4.5,2019-06-29 19:04:29,2019,6
1630,185,3.0,1996-08-24 15:50:43,1996,8
542,778,1.0,1997-05-24 22:28:01,1997,5
4961,905,4.0,2022-01-26 09:48:30,2022,1
6639,1270,3.5,2020-11-03 15:20:01,2020,11
1195,2717,3.5,2018-02-25 03:18:52,2018,2
2752,780,2.0,1997-01-20 19:33:19,1997,1
2700,5349,5.0,2017-04-30 19:18:21,2017,4
5952,3124,3.5,2004-01-15 01:03:49,2004,1
3548,380,5.0,1996-08-19 02:42:28,1996,8
2012,6333,3.0,2017-08-10 07:55:43,2017,8
2313,7438,0.5,2016-09-04 00:58:22,2016,9
1404,3020,3.0,2003-04-28 05:35:42,2003,4
821,84392,3.5,2015-04-25 14:42:46,2015,4
3643,1214,4.0,2005-04-03 12:57:13,2005,4
4022,1228,5.0,2012-08-21 14:44:04,2012,8
2270,1215,3.0,1999-11-01 13:01:17,1999,11
6876,3681,4.0,2000-06-10 00:40:49,2000,6
627,1258,5.0,2005-04-02 00:16:23,2005,4
4766,92259,5.0,2015-08-11 18:03:28,2015,8
5767,353,1.0,2000-01-20 15:42:06,2000,1
221,514,4.0,1997-01-03 09:49:19,1997,1
2402,1261,3.5,2015-10-06 18:55:57,2015,10
657,1210,2.0,1999-10-12 20:10:42,1999,10
4219,356,5.0,2012-04-24 04:00:24,2012,4
6609,69122,5.0,2015-12-28 17:35:41,2015,12
3355,4958,3.0,2002-07-25 21:23:07,2002,7
1195,143385,3.5,2018-02-25 02:16:39,2018,2
1874,1270,5.0,2011-08-24 13:10:33,2011,8
3848,3100,4.0,2000-11-19 05:36:52,2000,11
1011,25771,4.5,2011-12-27 08:46:29,2011,12
2270,171495,5.0,2021-08-23 17:58:45,2021,8
5917,27904,3.5,2012-12-26 01:35:56,2012,12
4605,7064,3.0,2016-03-01 01:33:57,2016,3
2677,4306,2.0,2005-02-06 06:58:43,2005,2
6674,4492,3.0,2005-09-22 13:48:06,2005,9
1765,1,4.0,2003-02-27 20:13:38,2003,2
1349,21,2.0,2002-01-05 20:31:11,2002,1
3026,90866,5.0,2013-03-10 18:08:29,2013,3
1106,5378,3.0,2003-06-11 06:18:08,2003,6
819,2762,3.5,2018-11-23 09:15:32,2018,11
3747,60069,3.5,2020-02-18 18:39:39,2020,2
6098,531,5.0,2000-03-27 03:15:53,2000,3
4168,5218,2.5,2021-09-15 22:29:34,2021,9
2272,2291,4.0,2018-01-23 16:13:48,2018,1
3921,8360,2.5,2016-12-10 18:25:32,2016,12
2402,6705,2.5,2015-10-13 17:55:39,2015,10
6116,3822,3.0,2008-09-21 19:02:58,2008,9
6684,589,5.0,2010-05-08 16:45:24,2010,5
3836,76093,2.5,2019-10-12 23:07:50,2019,10
1677,952,4.0,2000-11-01 04:33:08,2000,11
629,8961,3.5,2017-03-03 10:40:23,2017,3
3958,2793,1.0,2001-01-03 18:01:06,2001,1
4000,1772,1.0,2008-04-24 05:31:23,2008,4
4127,903,0.5,2016-02-02 22:21:01,2016,2
6453,3108,3.5,2011-01-14 02:50:44,2011,1
2536,457,3.0,2015-08-21 23:12:29,2015,8
4961,103384,2.5,2022-01-26 09:48:22,2022,1
2308,8665,2.0,2004-11-24 12:36:41,2004,11
7007,337,3.0,2002-05-17 02:14:21,2002,5
3951,95510,4.0,2014-09-14 18:32:14,2014,9
6771,356,3.0,2002-06-01 17:58:41,2002,6
439,527,5.0,1996-10-28 13:51:13,1996,10
4651,59315,5.0,2019-04-01 20:50:56,2019,4
6494,2468,2.0,2000-01-18 05:09:59,2000,1
5006,3793,4.0,2005-12-06 06:23:53,2005,12
2538,1298,5.0,2022-12-10 16:05:20,2022,12
1307,96821,3.0,2016-08-31 12:22:16,2016,8
3786,407,4.5,2022-04-02 23:46:50,2022,4
1011,50742,4.5,2014-02-06 09:18:56,2014,2
3536,122900,4.0,2017-08-08 05:18:04,2017,8
5337,203,3.5,2005-11-03 03:55:27,2005,11
1850,56152,4.0,2007-11-25 02:32:17,2007,11
4466,3300,3.5,2020-02-25 23:40:50,2020,2
4083,1544,5.0,2017-07-27 23:06:13,2017,7
6440,417,2.0,2001-08-06 01:59:35,2001,8
2298,370,3.0,2004-12-27 20:30:13,2004,12
5386,168492,5.0,2022-07-17 05:13:04,2022,7
5905,4366,5.0,2014-12-23 00:03:33,2014,12
3517,5015,2.5,2007-04-03 23:06:15,2007,4
461,1438,3.5,2020-08-28 21:54:51,2020,8
6962,1258,4.0,2004-05-22 08:04:42,2004,5
6690,2918,4.0,2001-06-12 17:30:53,2001,6
6823,1358,4.0,1999-10-01 21:44:08,1999,10
5164,1100,2.0,1999-11-17 03:21:34,1999,11
2677,3298,3.5,2005-02-06 07:16:24,2005,2
4785,349,3.5,2007-03-07 22:03:54,2007,3
588,33437,3.5,2008-06-19 20:09:34,2008,6
4975,243642,1.0,2021-03-26 08:57:33,2021,3
149,6863,4.0,2005-05-26 18:07:52,2005,5
4190,348,3.0,2009-10-02 16:24:50,2009,10
2689,16,4.0,2003-12-04 16:22:14,2003,12
3422,175603,4.0,2017-07-17 19:04:33,2017,7
2965,7325,3.0,2016-05-24 20:24:08,2016,5
2270,2080,4.0,2001-09-28 20:23:17,2001,9
5672,380,3.0,1996-08-20 12:03:23,1996,8
95,85438,4.0,2018-03-01 17:24:30,2018,3
1057,231,3.5,2017-03-31 00:15:47,2017,3
2090,339,3.0,2004-02-29 20:33:21,2004,2
663,8880,2.5,2005-07-04 23:13:18,2005,7
5773,3751,3.5,2004-01-01 15:01:21,2004,1
2850,2791,4.5,2005-01-23 04:08:53,2005,1
5067,6934,1.5,2005-05-08 14:51:22,2005,5
5013,553,3.5,2006-06-13 22:08:32,2006,6
1819,6377,3.0,2005-08-01 12:24:35,2005,8
5757,5446,3.0,2017-03-20 07:17:14,2017,3
3641,1214,4.0,1999-11-09 19:44:15,1999,11
1491,79091,4.0,2018-07-11 11:10:06,2018,7
1582,4015,1.0,2012-04-03 01:34:55,2012,4
943,2657,3.0,2009-02-09 19:49:11,2009,2
4514,1281,2.5,2015-11-18 15:51:01,2015,11
5587,592,3.0,2011-06-30 08:57:03,2011,6
2137,58559,4.0,2013-06-08 07:56:41,2013,6
4646,112552,5.0,2016-04-06 16:02:41,2016,4
3923,1196,4.0,2016-03-22 17:43:33,2016,3
4605,25786,3.5,2016-03-05 17:15:02,2016,3
2394,2712,4.0,2017-09-30 00:09:17,2017,9
3469,1,2.0,2006-02-25 03:07:27,2006,2
3026,1393,3.5,2008-10-03 21:46:31,2008,10
2484,6947,4.5,2007-01-25 07:49:04,2007,1
3331,53827,5.0,2018-10-11 01:55:16,2018,10
95,778,4.5,2018-08-31 22:47:15,2018,8
5773,2138,4.5,2003-12-16 15:17:22,2003,12
6411,1704,4.0,2015-01-18 13:20:38,2015,1
1767,549,3.0,1999-12-12 12:54:06,1999,12
4083,102125,5.0,2017-07-27 22:58:24,2017,7
6182,265,3.0,1996-08-09 09:20:58,1996,8
4190,7725,0.5,2009-09-30 00:43:07,2009,9
2514,2858,5.0,2015-04-18 20:32:54,2015,4
2420,924,5.0,2006-03-04 20:22:40,2006,3
4182,2558,3.0,2000-11-04 00:47:04,2000,11
440,3745,2.0,2007-12-03 06:50:37,2007,12
2400,4011,4.5,2013-09-10 13:38:06,2013,9
6779,45720,4.0,2009-12-22 07:21:22,2009,12
2877,2717,3.5,2012-03-30 12:29:35,2012,3
1274,109374,5.0,2022-06-20 03:38:57,2022,6
1208,318,4.5,2015-02-05 19:01:39,2015,2
106,318,4.5,2012-04-12 08:00:56,2012,4
2890,6539,5.0,2006-07-30 19:49:19,2006,7
2508,1729,4.0,2020-10-19 07:10:50,2020,10
490,1096,3.0,1996-10-26 14:44:07,1996,10
6098,508,5.0,2000-12-17 16:59:24,2000,12
5833,1537,3.5,2014-12-01 16:46:28,2014,12
111,440,5.0,1996-12-24 15:17:37,1996,12
719,74789,1.5,2019-03-04 23:47:12,2019,3
1702,60069,3.5,2018-08-05 13:39:02,2018,8
708,53972,5.0,2016-07-04 21:05:08,2016,7
6587,32,3.5,2006-05-28 11:15:21,2006,5
3115,2858,4.5,2011-11-05 19:16:25,2011,11
1324,539,4.0,1997-01-16 05:47:08,1997,1
6266,6057,1.0,2003-09-28 16:31:50,2003,9
3899,2706,3.0,2008-05-23 02:46:15,2008,5
2571,1257,3.5,2004-03-31 19:17:46,2004,3
187,2324,5.0,2005-03-27 12:31:52,2005,3
3791,104241,1.0,2021-04-13 22:28:50,2021,4
5923,1573,3.0,2019-04-17 16:44:14,2019,4
847,33166,4.5,2017-03-01 22:29:20,2017,3
904,1997,4.0,2008-01-01 00:47:55,2008,1
1033,377,2.0,2000-02-04 22:21:04,2000,2
2935,858,4.5,2010-11-24 19:03:07,2010,11
2309,762,1.0,2000-01-10 02:25:29,2000,1
897,45722,3.0,2016-01-12 05:23:40,2016,1
4819,122882,4.0,2017-04-29 12:34:26,2017,4
1312,5365,0.5,2018-04-02 03:07:06,2018,4
2226,63082,3.0,2010-11-24 22:44:49,2010,11
6796,3070,5.0,2004-08-09 18:23:12,2004,8
6385,3671,5.0,2006-08-13 23:46:59,2006,8
5889,2687,2.5,2004-06-06 14:35:06,2004,6
6214,551,4.0,2016-09-05 19:21:54,2016,9
3848,1374,3.0,2000-11-19 05:25:09,2000,11
974,2476,3.0,1999-09-17 14:51:14,1999,9
4200,2463,3.0,1999-12-22 00:06:24,1999,12
6820,318,4.0,2021-06-13 18:54:58,2021,6
1906,914,5.0,2005-12-16 23:35:59,2005,12
5924,303,1.0,1996-10-06 22:50:14,1996,10
4249,187031,3.5,2019-10-24 15:03:23,2019,10
3539,76093,3.5,2017-07-18 04:13:49,2017,7
2102,459,3.0,2000-08-09 16:02:05,2000,8
3000,4638,3.5,2005-05-02 21:20:00,2005,5
4961,2193,3.5,2022-01-26 09:48:47,2022,1
6910,3147,3.5,2020-04-03 05:57:09,2020,4
3000,1285,2.0,2005-05-02 21:04:33,2005,5
2926,44199,4.0,2007-01-21 10:33:44,2007,1
4127,471,0.5,2016-06-22 03:25:54,2016,6
2345,57640,4.5,2021-03-13 17:23:19,2021,3
6450,1172,4.0,2003-03-21 20:52:18,2003,3
2402,647,3.0,2015-10-27 00:54:29,2015,10
386,254726,4.0,2022-08-05 18:29:47,2022,8
5144,339,4.0,1996-10-19 12:30:54,1996,10
6416,141,4.0,2003-12-05 01:42:37,2003,12
2763,2378,1.0,2010-01-03 16:24:08,2010,1
461,1687,4.0,2020-08-28 21:38:15,2020,8
5736,177765,5.0,2019-03-23 18:32:28,2019,3
6552,5459,3.0,2021-04-07 15:11:40,2021,4
6853,47,4.0,2011-02-15 22:42:57,2011,2
5705,103688,3.0,2018-08-26 01:26:48,2018,8
5220,2381,1.0,2006-05-04 12:05:53,2006,5
558,1135,3.0,1997-02-15 12:10:45,1997,2
3517,5380,2.5,2007-11-25 22:44:42,2007,11
4925,3264,2.5,2005-02-21 17:36:32,2005,2
1106,1199,4.0,2003-07-14 08:51:51,2003,7
2663,131658,2.5,2020-01-31 20:26:10,2020,1
4561,237227,3.5,2021-12-18 06:44:33,2021,12
4249,185709,4.0,2019-10-24 15:03:10,2019,10
2888,2947,4.0,2012-09-04 23:01:22,2012,9
4880,97225,3.0,2019-03-29 19:27:13,2019,3
